date,source_bank,destination_bank,recommended_units,distance_km,travel_time_min,priority,reason
2026-09-17,283530,285301,7,2.91,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30142,30040,9,0.9,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,12012,12017,5,34.84,76,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285112,23116,5,0.85,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280616,280593,5,2.3,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282637,284337,8,2.5,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280402,285126,5,1.1,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283797,15139,5,2.67,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18088,18089,8,64.54,97,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284733,281588,8,1.44,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27164,18297,9,4.09,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285099,23156,7,0.29,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18026,18261,7,5.79,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280383,283251,6,11.36,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284314,95108,8,1.1,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30025,30026,10,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,770,284416,12,1.15,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282706,7032,6,0.48,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280452,284833,3,2.32,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,36144,282653,12,0.43,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30225,283268,12,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1826,24109,7,3.92,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,20152,20128,8,1.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2817,284691,9,2.89,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281308,281312,10,2.09,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15077,29139,6,30.51,57,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282666,16039,6,0.78,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18167,18165,5,1.07,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27074,285277,7,1.03,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18262,27109,8,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284589,27177,6,2.86,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,99154,99187,6,1.72,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1723,283200,5,5.02,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283301,95102,7,3.97,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,36115,280629,7,3.79,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284307,283577,10,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281715,281704,12,3.85,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283859,284723,8,0.73,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27113,27133,7,73.59,119,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30235,30050,9,2.02,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284888,283396,7,6.96,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282644,2741,7,1.53,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27105,27118,6,35.93,57,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282597,94159,7,3.95,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285335,280549,7,2.98,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284627,16017,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16097,282678,11,0.12,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282995,280688,9,2.11,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2935,281577,9,9.77,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283425,283424,10,2.2,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,29028,29087,7,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15003,280367,8,1.34,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,97101,97128,8,2.52,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,622,659,8,1.15,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284635,16140,10,3.47,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1518,23102,6,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283997,30257,6,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283954,281493,11,2.02,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283629,285187,7,3.02,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,728,1731,5,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283831,28043,5,4.79,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282610,14010,8,2.54,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284976,99173,5,1.84,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18195,282570,7,3.29,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285242,30013,5,21.4,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284841,282944,7,2.98,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281314,2829,7,6.34,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284584,28104,8,3.06,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284200,36106,8,1.08,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,703,283226,8,85.21,160,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284796,15029,7,0.65,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284479,283438,5,0.6,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284240,283675,6,0.65,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,29022,283591,9,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283503,280920,6,1.14,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280931,282624,7,0.35,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,872,823,7,1.23,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284511,283667,9,2.29,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285046,283741,9,1.29,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284334,280561,5,2.34,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,7005,7016,16,2.39,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283939,282681,5,1.23,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,10113,10126,5,53.83,101,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,99152,99144,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,22155,280435,6,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,99182,284500,7,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,99227,795,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284013,96110,8,5.06,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28066,28061,7,1.74,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284267,284740,6,2.14,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28129,283520,9,25.46,63,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284308,99151,6,2.11,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,99120,1765,8,0.72,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,98115,28077,10,3.21,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,23013,34103,9,3.15,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285122,281063,7,7.58,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280371,15147,7,0.35,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,36133,36103,8,1.07,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283669,284241,7,1.05,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28112,282640,7,12.18,34,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,93105,94152,13,6.67,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,587,23115,10,22.04,44,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15156,15140,9,2.93,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283379,283845,6,1.96,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28067,98104,8,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285258,10125,24,8.52,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283441,284185,6,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282574,284201,8,2.46,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,889,282583,5,0.9,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284134,284563,5,3.28,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,625,650,6,0.98,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16066,280907,6,12.83,33,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15145,29114,6,7.09,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284601,16104,6,0.16,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284348,36110,7,2.02,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16030,285060,7,13.09,38,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16123,282807,6,5.39,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,26006,285330,7,1.44,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284218,281516,7,4.19,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282729,280731,7,1.24,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28086,283673,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1701,283630,5,0.33,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15167,15078,8,1.88,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2924,283481,7,1.12,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,29097,283534,8,1.1,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281496,284679,7,9.58,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16038,16053,13,1.65,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285243,15016,5,2.2,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284274,284273,9,2.12,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283472,30008,10,1.09,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282690,30016,7,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283869,284233,9,1.97,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,6003,6001,8,5.94,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18241,27127,11,79.85,139,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,635,614,6,1.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,634,280306,10,0.91,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280516,18115,5,1.44,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284676,284677,6,1.76,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283309,284439,7,0.54,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285050,33107,9,1.35,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280273,283384,9,0.86,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280659,30196,7,5.04,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,10170,283184,7,3.53,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281530,28109,5,2.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284518,280323,6,1.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,715,280207,8,0.07,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18108,27119,8,0.04,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2835,283726,8,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1802,24106,6,0.83,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16100,16094,12,1.87,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280627,284006,5,0.38,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284191,280617,10,2.51,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15182,284828,8,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283473,4007,5,2.97,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285325,283223,10,4.02,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283789,283444,6,2.49,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,32077,32052,5,59.09,86,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15031,283504,5,1.69,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280752,283318,5,1.02,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280747,283364,6,3.05,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283385,28060,5,0.74,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,32059,32015,5,4.88,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280614,280620,5,0.55,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284909,93106,5,0.97,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,98107,285054,5,0.93,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16032,16033,5,3.6,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284802,612,5,2.56,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284356,283731,5,7.01,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284799,282747,5,4.89,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284243,280510,5,1.26,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281323,284593,6,0.46,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2935,280437,3,9.9,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,18173,18170,7,5.99,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282562,18048,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280146,27160,5,2.12,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281225,283209,5,5.28,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,23111,23164,5,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27062,94116,10,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,33124,30154,10,0.99,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30229,30005,8,1.3,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283341,283399,10,4.27,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,16128,282802,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282630,284688,7,2.19,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283633,285180,7,4.09,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,24140,284971,8,2.43,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30245,30048,6,8.38,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283996,284546,6,2.68,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280738,18055,5,1.33,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284342,702,6,0.74,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283510,29108,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284498,18267,5,4.94,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284057,282719,5,7.4,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284614,16095,9,3.09,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,30072,30001,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285224,738,7,1.91,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28001,28071,5,2.48,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,282630,281595,2,4.45,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284309,284183,9,1.46,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,847,821,6,1.23,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284314,95105,2,0.26,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,27045,283586,6,3.97,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,4044,283474,6,1.18,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284055,30248,5,4.7,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284644,280209,11,3.44,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284007,285172,9,2.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,280383,285238,5,8.54,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,99222,99224,6,1.01,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,280704,284412,8,1.57,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,99201,99233,7,3.53,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,30173,282699,8,2.36,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,281752,281768,5,2.33,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,10133,10159,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,12012,12005,5,8.93,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284058,285277,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,283920,30092,5,3.45,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,18102,18105,5,1.43,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284380,285154,5,1.09,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284961,280535,5,1.54,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284689,284687,6,2.13,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,283666,94159,5,0.99,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284287,284205,6,0.62,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,2901,2887,7,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-18,7032,283895,5,1.03,13,Medium,Balance surplus against predicted 72-hour stockout risk
2026-09-18,284769,738,5,0.77,16,Medium,Balance surplus against predicted 72-hour stockout risk
2026-09-18,1824,283224,5,1.36,12,Medium,Balance surplus against predicted 72-hour stockout risk
2026-09-18,29081,29087,5,0.0,8,Medium,Balance surplus against predicted 72-hour stockout risk
